Hour,date_time,Solar electricity generation,Electricity usage,z_score,Electricity_to_be_bought,excess_elec_generated,battery_charge,elec_to_buy_given_bat,cost_without_bat,cost_with_bat,saving
21,2020-05-27 21:00:00,0,1.698,0.0114247305494169,1.698,0,2.651,0,0.28866,0,0.28866
22,2020-05-27 22:00:00,0,1.251,0.012334280667856,1.251,0,1.4,0,0.21267,0,0.21267
23,2020-05-27 23:00:00,0,0.5139486,0.013834023818115,0.5139486,0,0.886051399999999,0,0.087371262,0,0.087371262
0,2020-05-28 00:00:00,0,0.3419658,0.01418397231053,0.3419658,0,0.544085599999999,0,0.058134186,0,0.058134186
1,2020-05-28 01:00:00,0,0.1039896,0.014668203363988,0.1039896,0,0.440095999999999,0,0.017678232,0,0.017678232
2,2020-05-28 02:00:00,0,0.2639736,0.0143426698826717,0.2639736,0,0.176122399999999,0,0.044875512,0,0.044875512
3,2020-05-28 03:00:00,0,0.285,0.0142998856217984,0.285,0,0,0.108877600000001,0.04845,0.0185091920000002,0.0299408079999998
4,2020-05-28 04:00:00,0.42,0.195,0.0144830165181285,0,0.225,0.225,0,0,0,0
5,2020-05-28 05:00:00,1.746,5.631,0.00342191037979432,3.885,0,0,3.66,0.66045,0.6222,0.03825
6,2020-05-28 06:00:00,3.81,0.873,0.0131034304324422,0,2.937,2.937,0,0,0,0
7,2020-05-28 07:00:00,5.571,0.21,0.0144524947020734,0,5.361,8.298,0,0,0,0
8,2020-05-28 08:00:00,6.312,0.102,0.0146722517776695,0,6.21,14.508,0,0,0,0
9,2020-05-28 09:00:00,7.47,0.093,0.0146905648673025,0,7.377,12.5,0,0,0,0
10,2020-05-28 10:00:00,6.549,25.035,0.0360611108689613,18.486,0,-5.986,5.986,3.14262,1.01762,2.125
11,2020-05-28 11:00:00,6.09,0.75,0.0133537093240932,0,5.34,0,5.986,0,1.01762,-1.01762
12,2020-05-28 12:00:00,3.846,1.089,0.0126639162812501,0,2.757,2.757,0,0,0,0
13,2020-05-28 13:00:00,2.799,0.948,0.0129508213521672,0,1.851,4.608,0,0,0,0
14,2020-05-28 14:00:00,4.383,0.429,0.0140068761876704,0,3.954,8.562,0,0,0,0
15,2020-05-28 15:00:00,1.749,0.666,0.0135246314940013,0,1.083,9.645,0,0,0,0
16,2020-05-28 16:00:00,1.224,0.603,0.0136528231214323,0,0.621,10.266,0,0,0,0
17,2020-05-28 17:00:00,0.63,0.645,0.0135673620364783,0.015,0,10.251,0,0.00255,0,0.00255
18,2020-05-28 18:00:00,0.249,0.7656,0.013321966635396,0.5166,0,9.7344,0,0.087822,0,0.087822
19,2020-05-28 19:00:00,0.069,1.056,0.0127310642765711,0.987,0,8.7474,0,0.16779,0,0.16779
20,2020-05-28 20:00:00,0.012,1.2408,0.0123550355027734,1.2288,0,7.5186,0,0.208896,0,0.208896
21,2020-05-28 21:00:00,0.006,1.206,0.0124258461160211,1.2,0,6.3186,0,0.204,0,0.204
22,2020-05-28 22:00:00,0.009,0.912,0.0130240737106992,0.903,0,5.4156,0,0.15351,0,0.15351
23,2020-05-28 23:00:00,0,1.059,0.0127249599133601,1.059,0,4.3566,0,0.18003,0,0.18003
0,2020-05-29 00:00:00,0,0.3479652,0.0141717648049806,0.3479652,0,4.0086348,0,0.059154084,0,0.059154084
1,2020-05-29 01:00:00,0,0.2020798,0.014468610627908,0.2020798,0,3.806555,0,0.034353566,0,0.034353566
2,2020-05-29 02:00:00,0,0.2559744,0.0143589465567375,0.2559744,0,3.5505806,0,0.043515648,0,0.043515648
3,2020-05-29 03:00:00,0,0.534,0.0137932234752853,0.534,0,3.0165806,0,0.09078,0,0.09078
4,2020-05-29 04:00:00,0.252,0.429,0.0140068761876704,0.177,0,2.8395806,0,0.03009,0,0.03009
5,2020-05-29 05:00:00,1.119,0.306,0.0142571550793214,0,0.813,3.6525806,0,0,0,0
6,2020-05-29 06:00:00,1.671,0.411,0.0140435023669364,0,1.26,4.9125806,0,0,0,0
7,2020-05-29 07:00:00,1.494,0.519,0.0138237452913403,0,0.975,5.8875806,0,0,0,0
8,2020-05-29 08:00:00,6.453,0.051,0.0147760259522565,0,6.402,12.2895806,0,0,0,0
9,2020-05-29 09:00:00,7.407,0.399,0.0140679198197804,0,7.008,19.2975806,0,0,0,0
10,2020-05-29 10:00:00,8.334,0.186,0.0145013296077615,0,8.148,12.5,0,0,0,0
11,2020-05-29 11:00:00,7.263,0.084,0.0147088779569355,0,7.179,12.5,0,0,0,0
12,2020-05-29 12:00:00,4.242,0.102,0.0146722517776695,0,4.14,12.5,0,0,0,0
13,2020-05-29 13:00:00,3.573,0.558,0.0137443885695973,0,3.015,12.5,0,0,0,0
14,2020-05-29 14:00:00,2.277,0.216,0.0144402859756514,0,2.061,12.5,0,0,0,0
15,2020-05-29 15:00:00,1.506,0.378,0.0141106503622574,0,1.128,12.5,0,0,0,0
16,2020-05-29 16:00:00,1.134,0.279,0.0143120943482204,0,0.855,12.5,0,0,0,0
17,2020-05-29 17:00:00,1.155,0.594,0.0136711362110653,0,0.561,12.5,0,0,0,0
18,2020-05-29 18:00:00,0.303,0.9306,0.012986226658791,0.6276,0,11.8724,0,0.106692,0,0.106692
19,2020-05-29 19:00:00,0.021,0.7788,0.0132951074372676,0.7578,0,11.1146,0,0.128826,0,0.128826
20,2020-05-29 20:00:00,0.024,1.9998,0.0108106316103901,1.9758,0,9.1388,0,0.335886,0,0.335886
21,2020-05-29 21:00:00,0,0.753,0.0133476049608822,0.753,0,8.3858,0,0.12801,0,0.12801
22,2020-05-29 22:00:00,0.009,0.603,0.0136528231214323,0.594,0,7.7918,0,0.10098,0,0.10098
23,2020-05-29 23:00:00,0,0.678,0.0135002140411573,0.678,0,7.1138,0,0.11526,0,0.11526
0,2020-05-30 00:00:00,0,0.179982,0.0145135749603627,0.179982,0,6.933818,0,0.03059694,0,0.03059694
1,2020-05-30 01:00:00,0,0.4579542,0.0139479605365757,0.4579542,0,6.4758638,0,0.077852214,0,0.077852214
2,2020-05-30 02:00:00,0,0.1779822,0.0145176441288792,0.1779822,0,6.2978816,0,0.030256974,0,0.030256974
3,2020-05-30 03:00:00,0,0.378,0.0141106503622574,0.378,0,5.9198816,0,0.06426,0,0.06426
4,2020-05-30 04:00:00,0.492,0.309,0.0142510507161104,0,0.183,6.1028816,0,0,0,0
5,2020-05-30 05:00:00,1.371,0.681,0.0134941096779463,0,0.69,6.7928816,0,0,0,0
6,2020-05-30 06:00:00,1.485,0.327,0.0142144245368444,0,1.158,7.9508816,0,0,0,0
7,2020-05-30 07:00:00,0.969,0.333,0.0142022158104224,0,0.636,8.5868816,0,0,0,0
8,2020-05-30 08:00:00,2.862,0.564,0.0137321798431753,0,2.298,10.8848816,0,0,0,0
9,2020-05-30 09:00:00,3.096,0.813,0.0132255176966622,0,2.283,13.1678816,0,0,0,0
10,2020-05-30 10:00:00,2.502,0.594,0.0136711362110653,0,1.908,12.5,0,0,0,0
11,2020-05-30 11:00:00,3.99,0.528,0.0138054322017073,0,3.462,12.5,0,0,0,0
12,2020-05-30 12:00:00,3.528,0.648,0.0135612576732673,0,2.88,12.5,0,0,0,0
13,2020-05-30 13:00:00,1.29,0.681,0.0134941096779463,0,0.609,12.5,0,0,0,0
14,2020-05-30 14:00:00,2.253,0.249,0.0143731379803304,0,2.004,12.5,0,0,0,0
15,2020-05-30 15:00:00,2.295,0.333,0.0142022158104224,0,1.962,12.5,0,0,0,0
16,2020-05-30 16:00:00,1.578,0.543,0.0137749103856523,0,1.035,12.5,0,0,0,0
17,2020-05-30 17:00:00,1.185,2.514,0.0199952564976625,1.329,0,11.171,0,0.22593,0,0.22593
18,2020-05-30 18:00:00,0.321,2.9436,0.00889019894420917,2.6226,0,8.5484,0,0.445842,0,0.445842
19,2020-05-30 19:00:00,0.108,1.0692,0.0127042050784427,0.9612,0,7.5872,0,0.163404,0,0.163404
20,2020-05-30 20:00:00,0.018,1.8282,0.0111598011860594,1.8102,0,5.777,0,0.307734,0,0.307734
21,2020-05-30 21:00:00,0,1.653,0.0115162959975819,1.653,0,4.124,0,0.28101,0,0.28101
22,2020-05-30 22:00:00,0,1.395,0.012041271233728,1.395,0,2.729,0,0.23715,0,0.23715
23,2020-05-30 23:00:00,0,0.8139186,0.013223648540647,0.8139186,0,1.9150814,0,0.138366162,0,0.138366162
0,2020-05-31 00:00:00,0,0.139986,0.0145949583306918,0.139986,0,1.7750954,0,0.02379762,0,0.02379762
1,2020-05-31 01:00:00,0,0.3979602,0.0140700355920693,0.3979602,0,1.3771352,0,0.067653234,0,0.067653234
2,2020-05-31 02:00:00,0,0.3019698,0.0142653556808591,0.3019698,0,1.0751654,0,0.051334866,0,0.051334866
3,2020-05-31 03:00:00,0,0.18,0.0145135383341835,0.18,0,0.895165399999999,0,0.0306,0,0.0306
4,2020-05-31 04:00:00,0.447,0.342,0.0141839027207894,0,0.105,1.0001654,0,0,0,0
5,2020-05-31 05:00:00,1.143,0.216,0.0144402859756514,0,0.927,1.9271654,0,0,0,0
6,2020-05-31 06:00:00,2.208,0.252,0.0143670336171194,0,1.956,3.8831654,0,0,0,0
7,2020-05-31 07:00:00,2.505,0.387,0.0140923372726244,0,2.118,6.0011654,0,0,0,0
8,2020-05-31 08:00:00,5.436,0.003,0.0148736957636325,0,5.433,11.4341654,0,0,0,0
9,2020-05-31 09:00:00,6.027,0.048,0.0147821303154675,0,5.979,17.4131654,0,0,0,0
10,2020-05-31 10:00:00,3.012,0.096,0.0146844605040915,0,2.916,12.5,0,0,0,0
11,2020-05-31 11:00:00,2.844,0.507,0.0138481627441843,0,2.337,12.5,0,0,0,0
12,2020-05-31 12:00:00,2.16,0.516,0.0138298496545513,0,1.644,12.5,0,0,0,0
13,2020-05-31 13:00:00,2.379,0.123,0.0146295212351925,0,2.256,12.5,0,0,0,0
14,2020-05-31 14:00:00,5.109,0.072,0.0147332954097795,0,5.037,12.5,0,0,0,0
15,2020-05-31 15:00:00,2.67,0.405,0.0140557110933584,0,2.265,12.5,0,0,0,0
16,2020-05-31 16:00:00,1.872,0.438,0.0139885630980374,0,1.434,12.5,0,0,0,0
17,2020-05-31 17:00:00,0.597,0.372,0.0141228590886794,0,0.225,12.5,0,0,0,0
18,2020-05-31 18:00:00,0.273,0.528,0.0138054322017073,0.255,0,12.245,0,0.04335,0,0.04335
19,2020-05-31 19:00:00,0.045,0.7392,0.0133756850316528,0.6942,0,11.5508,0,0.118014,0,0.118014
20,2020-05-31 20:00:00,0.006,4.0194,0.00670117429674415,4.0134,0,7.5374,0,0.682278,0,0.682278
21,2020-05-31 21:00:00,0.015,1.092,0.0126578119180391,1.077,0,6.4604,0,0.18309,0,0.18309
22,2020-05-31 22:00:00,0,1.074,0.0126944380973051,1.074,0,5.3864,0,0.18258,0,0.18258
23,2020-05-31 23:00:00,0,0.179982,0.0145135749603627,0.179982,0,5.206418,0,0.03059694,0,0.03059694
0,2020-06-01 00:00:00,0,0.2879712,0.0142938398604742,0.2879712,0,4.9184468,0,0.048955104,0,0.048955104
1,2020-06-01 01:00:00,0,0.351,0.0141655896311564,0.351,0,4.5674468,0,0.05967,0,0.05967
2,2020-06-01 02:00:00,0,0.1439856,0.0145868199936589,0.1439856,0,4.4234612,0,0.024477552,0,0.024477552
3,2020-06-01 03:00:00,0,0.288,0.0142937812585874,0.288,0,4.1354612,0,0.04896,0,0.04896
4,2020-06-01 04:00:00,0.384,0.234,0.0144036597963854,0,0.15,4.2854612,0,0,0,0
5,2020-06-01 05:00:00,1.692,0.462,0.0139397281923494,0,1.23,5.5154612,0,0,0,0
6,2020-06-01 06:00:00,1.722,0.345,0.0141777983575784,0,1.377,6.8924612,0,0,0,0
7,2020-06-01 07:00:00,6.081,0,0.0148798001268435,0,6.081,12.9734612,0,0,0,0
8,2020-06-01 08:00:00,7.116,0.225,0.0144219728860184,0,6.891,12.5,0,0,0,0
9,2020-06-01 09:00:00,7.866,0.327,0.0142144245368444,0,7.539,12.5,0,0,0,0
10,2020-06-01 10:00:00,8.58,0.165,0.0145440601502385,0,8.415,12.5,0,0,0,0
11,2020-06-01 11:00:00,8.757,0.069,0.0147393997729905,0,8.688,12.5,0,0,0,0
12,2020-06-01 12:00:00,7.971,0,0.0148798001268435,0,7.971,12.5,0,0,0,0
13,2020-06-01 13:00:00,6.855,0.066,0.0147455041362015,0,6.789,12.5,0,0,0,0
14,2020-06-01 14:00:00,5.166,0.537,0.0137871191120743,0,4.629,12.5,0,0,0,0
15,2020-06-01 15:00:00,2.031,0.342,0.0141839027207894,0,1.689,12.5,0,0,0,0
16,2020-06-01 16:00:00,1.035,0.414,0.0140373980037254,0,0.621,12.5,0,0,0,0
17,2020-06-01 17:00:00,0.462,0.333,0.0142022158104224,0,0.129,12.5,0,0,0,0
18,2020-06-01 18:00:00,0.222,12.3618,0.0102738389204079,12.1398,0,0.360199999999999,0,2.063766,0,2.063766
19,2020-06-01 19:00:00,0.081,1.2936,0.0122475987102598,1.2126,0,0,0.852400000000001,0.206142,0.144908,0.0612339999999998
20,2020-06-01 20:00:00,0.009,0.5148,0.0138322913998357,0.5058,0,0,0.5058,0.085986,0.085986,0
21,2020-06-01 21:00:00,0.009,0.837,0.0131766827909742,0.828,0,0,0.828,0.14076,0.14076,0
22,2020-06-01 22:00:00,0.018,0.567,0.0137260754799643,0.549,0,0,0.549,0.09333,0.09333,0
23,2020-06-01 23:00:00,0,0.4639536,0.0139357530310263,0.4639536,0,0,0.4639536,0.078872112,0.078872112,0
0,2020-06-02 00:00:00,0,0.5959404,0.0136671879089404,0.5959404,0,0,0.5959404,0.101309868,0.101309868,0
1,2020-06-02 01:00:00,0,0.1279872,0.0146193733417905,0.1279872,0,0,0.1279872,0.021757824,0.021757824,0
2,2020-06-02 02:00:00,0,0.1259874,0.014623442510307,0.1259874,0,0,0.1259874,0.021417858,0.021417858,0
3,2020-06-02 03:00:00,0,0.558,0.0137443885695973,0.558,0,0,0.558,0.09486,0.09486,0
4,2020-06-02 04:00:00,0.486,0.339,0.0141900070840004,0,0.147,0.147,0,0,0,0
5,2020-06-02 05:00:00,1.746,0.177,0.0145196426973945,0,1.569,1.716,0,0,0,0
6,2020-06-02 06:00:00,3.81,0.414,0.0140373980037254,0,3.396,5.112,0,0,0,0
7,2020-06-02 07:00:00,6.12,0.3,0.0142693638057434,0,5.82,10.932,0,0,0,0
8,2020-06-02 08:00:00,3.162,0.384,0.0140984416358354,0,2.778,13.71,0,0,0,0
9,2020-06-02 09:00:00,4.458,0.408,0.0140496067301474,0,4.05,12.5,0,0,0,0
10,2020-06-02 10:00:00,4.146,0.495,0.0138725801970283,0,3.651,12.5,0,0,0,0
11,2020-06-02 11:00:00,6.57,0.126,0.0146234168719815,0,6.444,12.5,0,0,0,0
12,2020-06-02 12:00:00,2.856,0.174,0.0145257470606055,0,2.682,12.5,0,0,0,0
13,2020-06-02 13:00:00,0.849,0.735,0.0133842311401482,0,0.114,12.5,0,0,0,0
14,2020-06-02 14:00:00,5.829,0.909,0.0130301780739102,0,4.92,12.5,0,0,0,0
15,2020-06-02 15:00:00,1.068,0.324,0.0142205289000554,0,0.744,12.5,0,0,0,0
16,2020-06-02 16:00:00,0.279,0.291,0.0142876768953764,0.012,0,12.488,0,0.00204,0,0.00204
17,2020-06-02 17:00:00,0.186,0.504,0.0138542671073953,0.318,0,12.17,0,0.05406,0,0.05406
18,2020-06-02 18:00:00,0.438,1.3002,0.0122341691111956,0.8622,0,11.3078,0,0.146574,0,0.146574
19,2020-06-02 19:00:00,0.057,0.8646,0.013120522649433,0.8076,0,10.5002,0,0.137292,0,0.137292
20,2020-06-02 20:00:00,0.027,0.5016,0.0138591505979641,0.4746,0,10.0256,0,0.080682,0,0.080682
21,2020-06-02 21:00:00,0,0.48,0.0139031020130833,0.48,0,9.5456,0,0.0816,0,0.0816
22,2020-06-02 22:00:00,0,1.17,0.0124990984745531,1.17,0,8.3756,0,0.1989,0,0.1989
23,2020-06-02 23:00:00,0,0.5119488,0.0138380929866315,0.5119488,0,7.8636512,0,0.087031296,0,0.087031296
0,2020-06-03 00:00:00,0,0.969,0.0129080908096902,0.969,0,6.8946512,0,0.16473,0,0.16473
1,2020-06-03 01:00:00,0,0.1819818,0.0145095057918463,0.1819818,0,6.7126694,0,0.030936906,0,0.030936906
2,2020-06-03 02:00:00,0,0.3819618,0.0141025889402009,0.3819618,0,6.3307076,0,0.064933506,0,0.064933506
3,2020-06-03 03:00:00,0,0.342,0.0141839027207894,0.342,0,5.9887076,0,0.05814,0,0.05814
4,2020-06-03 04:00:00,0.786,0.255,0.0143609292539084,0,0.531,6.5197076,0,0,0,0
5,2020-06-03 05:00:00,2.496,0.126,0.0146234168719815,0,2.37,8.8897076,0,0,0,0
6,2020-06-03 06:00:00,1.08,0.573,0.0137138667535423,0,0.507,9.3967076,0,0,0,0
7,2020-06-03 07:00:00,1.662,0.213,0.0144463903388624,0,1.449,10.8457076,0,0,0,0
8,2020-06-03 08:00:00,3.252,0.174,0.0145257470606055,0,3.078,13.9237076,0,0,0,0
9,2020-06-03 09:00:00,2.694,0.531,0.0137993278384963,0,2.163,12.5,0,0,0,0
10,2020-06-03 10:00:00,7.158,0.594,0.0136711362110653,0,6.564,12.5,0,0,0,0
11,2020-06-03 11:00:00,7.467,0.399,0.0140679198197804,0,7.068,12.5,0,0,0,0
12,2020-06-03 12:00:00,2.223,0.513,0.0138359540177623,0,1.71,12.5,0,0,0,0
13,2020-06-03 13:00:00,8.076,0.267,0.0143365118010644,0,7.809,12.5,0,0,0,0
14,2020-06-03 14:00:00,3.843,0.198,0.0144769121549175,0,3.645,12.5,0,0,0,0
15,2020-06-03 15:00:00,3.819,0.099,0.0146783561408805,0,3.72,12.5,0,0,0,0
16,2020-06-03 16:00:00,1.746,0.279,0.0143120943482204,0,1.467,12.5,0,0,0,0
17,2020-06-03 17:00:00,0.972,0.558,0.0137443885695973,0,0.414,12.5,0,0,0,0
18,2020-06-03 18:00:00,0.486,0.594,0.0136711362110653,0.108,0,12.392,0,0.01836,0,0.01836
19,2020-06-03 19:00:00,0.114,0.99,0.0128653602672131,0.876,0,11.516,0,0.14892,0,0.14892
20,2020-06-03 20:00:00,0,2.871,0.0090379245339154,2.871,0,8.645,0,0.48807,0,0.48807
21,2020-06-03 21:00:00,0.03,0.981,0.0128836733568461,0.951,0,7.694,0,0.16167,0,0.16167
22,2020-06-03 22:00:00,0.024,0.501,0.0138603714706063,0.477,0,7.217,0,0.08109,0,0.08109
23,2020-06-03 23:00:00,0,0.741,0.0133720224137262,0.741,0,6.476,0,0.12597,0,0.12597
0,2020-06-04 00:00:00,0,0.2879712,0.0142938398604742,0.2879712,0,6.1880288,0,0.048955104,0,0.048955104
1,2020-06-04 01:00:00,0,0.1079892,0.0146600650269551,0.1079892,0,6.0800396,0,0.018358164,0,0.018358164
2,2020-06-04 02:00:00,0,0.297,0.0142754681689544,0.297,0,5.7830396,0,0.05049,0,0.05049
3,2020-06-04 03:00:00,0,0.309,0.0142510507161104,0.309,0,5.4740396,0,0.05253,0,0.05253
4,2020-06-04 04:00:00,0.504,0.237,0.0143975554331744,0,0.267,5.7410396,0,0,0,0
5,2020-06-04 05:00:00,1.881,0.222,0.0144280772492294,0,1.659,7.4000396,0,0,0,0
6,2020-06-04 06:00:00,3.939,0.468,0.0139275194659273,0,3.471,10.8710396,0,0,0,0
7,2020-06-04 07:00:00,5.451,0.117,0.0146417299616145,0,5.334,16.2050396,0,0,0,0
8,2020-06-04 08:00:00,7.431,0,0.0148798001268435,0,7.431,12.5,0,0,0,0
9,2020-06-04 09:00:00,8.34,0.108,0.0146600430512475,0,8.232,12.5,0,0,0,0
10,2020-06-04 10:00:00,2.028,0.279,0.0143120943482204,0,1.749,12.5,0,0,0,0
11,2020-06-04 11:00:00,10.359,0.183,0.0145074339709725,0,10.176,12.5,0,0,0,0
12,2020-06-04 12:00:00,2.973,0.228,0.0144158685228074,0,2.745,12.5,0,0,0,0
13,2020-06-04 13:00:00,8.172,0.021,0.0148370695843665,0,8.151,12.5,0,0,0,0
14,2020-06-04 14:00:00,1.851,0.624,0.0136100925789553,0,1.227,12.5,0,0,0,0
15,2020-06-04 15:00:00,2.442,21.219,0.0282963608645678,18.777,0,-6.277,6.277,3.19209,1.06709,2.125
16,2020-06-04 16:00:00,0.696,7.833,0.00105869221708055,7.137,0,0,13.414,1.21329,2.28038,-1.06709
17,2020-06-04 17:00:00,0.558,7.155,0.00032089386860572,6.597,0,0,6.597,1.12149,1.12149,0
18,2020-06-04 18:00:00,0.378,2.1384,0.0105286100300419,1.7604,0,0,1.7604,0.299268,0.299268,0
19,2020-06-04 19:00:00,0.09,20.2686,0.0263624985993226,20.1786,0,0,20.1786,3.430362,3.430362,0
20,2020-06-04 20:00:00,0.015,2.5674,0.00965568609086872,2.5524,0,0,2.5524,0.433908,0.433908,0
21,2020-06-04 21:00:00,0.024,1.164,0.0125113072009751,1.14,0,0,1.14,0.1938,0.1938,0
22,2020-06-04 22:00:00,0.006,1.092,0.0126578119180391,1.086,0,0,1.086,0.18462,0.18462,0
23,2020-06-04 23:00:00,0,0.7719228,0.0133091010794925,0.7719228,0,0,0.7719228,0.131226876,0.131226876,0
0,2020-06-05 00:00:00,0,0.1779822,0.0145176441288792,0.1779822,0,0,0.1779822,0.030256974,0.030256974,0
1,2020-06-05 01:00:00,0,0.1219878,0.0146315808473399,0.1219878,0,0,0.1219878,0.020737926,0.020737926,0
2,2020-06-05 02:00:00,0,0.225,0.0144219728860184,0.225,0,0,0.225,0.03825,0.03825,0
3,2020-06-05 03:00:00,0,0.345,0.0141777983575784,0.345,0,0,0.345,0.05865,0.05865,0
4,2020-06-05 04:00:00,0.345,0.246,0.0143792423435414,0,0.099,0.099,0,0,0,0
5,2020-06-05 05:00:00,1.287,0.477,0.0139092063762943,0,0.81,0.909,0,0,0,0
6,2020-06-05 06:00:00,4.791,10.014,0.0054965642714784,5.223,0,0,4.314,0.88791,0.73338,0.15453
7,2020-06-05 07:00:00,6.024,0.24,0.0143914510699634,0,5.784,5.784,0,0,0,0
8,2020-06-05 08:00:00,7.86,0,0.0148798001268435,0,7.86,13.644,0,0,0,0
9,2020-06-05 09:00:00,3.003,0.285,0.0142998856217984,0,2.718,12.5,0,0,0,0
10,2020-06-05 10:00:00,8.64,0.345,0.0141777983575784,0,8.295,12.5,0,0,0,0
11,2020-06-05 11:00:00,4.242,0.654,0.0135490489468453,0,3.588,12.5,0,0,0,0
12,2020-06-05 12:00:00,3.495,0.597,0.0136650318478543,0,2.898,12.5,0,0,0,0
13,2020-06-05 13:00:00,3.465,0.927,0.0129935518946442,0,2.538,12.5,0,0,0,0
14,2020-06-05 14:00:00,2.955,0.159,0.0145562688766605,0,2.796,12.5,0,0,0,0
15,2020-06-05 15:00:00,1.731,0.375,0.0141167547254684,0,1.356,12.5,0,0,0,0
16,2020-06-05 16:00:00,1.377,0.477,0.0139092063762943,0,0.9,12.5,0,0,0,0
17,2020-06-05 17:00:00,0.435,4.143,0.0064496745324509,3.708,0,8.792,0,0.63036,0,0.63036
18,2020-06-05 18:00:00,0.192,2.6202,0.0095482492983551,2.4282,0,6.3638,0,0.412794,0,0.412794
19,2020-06-05 19:00:00,0.009,2.0064,0.0107972020113259,1.9974,0,4.3664,0,0.339558,0,0.339558
20,2020-06-05 20:00:00,0.009,2.8974,0.00898420613765859,2.8884,0,1.478,0,0.491028,0,0.491028
21,2020-06-05 21:00:00,0,1.635,0.0115529221768479,1.635,0,0,0.157000000000002,0.27795,0.0266900000000003,0.25126
22,2020-06-05 22:00:00,0.003,1.401,0.012029062507306,1.398,0,0,1.398,0.23766,0.23766,0
23,2020-06-05 23:00:00,0,1.0378962,0.0127679016668042,1.0378962,0,0,1.0378962,0.176442354,0.176442354,0
0,2020-06-06 00:00:00,0,0.889911,0.0130690201370218,0.889911,0,0,0.889911,0.15128487,0.15128487,0
1,2020-06-06 01:00:00,0,0.3859614,0.014094450603168,0.3859614,0,0,0.3859614,0.065613438,0.065613438,0
2,2020-06-06 02:00:00,0,0.1239876,0.0146275116788234,0.1239876,0,0,0.1239876,0.021077892,0.021077892,0
3,2020-06-06 03:00:00,0,0.219,0.0144341816124404,0.219,0,0,0.219,0.03723,0.03723,0
4,2020-06-06 04:00:00,0.372,0.363,0.0141411721783124,0,0.00900000000000001,0.00900000000000001,0,0,0,0
5,2020-06-06 05:00:00,0.378,0.498,0.0138664758338173,0.12,0,0,0.111,0.0204,0.01887,0.00153
6,2020-06-06 06:00:00,2.496,0.351,0.0141655896311564,0,2.145,2.145,0,0,0,0
7,2020-06-06 07:00:00,1.314,1.227,0.0123831155735441,0,0.0870000000000002,2.232,0,0,0,0
8,2020-06-06 08:00:00,1.704,0.519,0.0138237452913403,0,1.185,3.417,0,0,0,0
9,2020-06-06 09:00:00,0.9,0.345,0.0141777983575784,0,0.555,3.972,0,0,0,0
10,2020-06-06 10:00:00,1.593,0.507,0.0138481627441843,0,1.086,5.058,0,0,0,0
11,2020-06-06 11:00:00,1.359,3.207,0.00835423585428327,1.848,0,3.21,0,0.31416,0,0.31416
12,2020-06-06 12:00:00,0.933,0.249,0.0143731379803304,0,0.684,3.894,0,0,0,0
13,2020-06-06 13:00:00,1.08,0.252,0.0143670336171194,0,0.828,4.722,0,0,0,0
14,2020-06-06 14:00:00,1.143,0.354,0.0141594852679454,0,0.789,5.511,0,0,0,0
15,2020-06-06 15:00:00,2.277,5.241,0.00421547759722447,2.964,0,2.547,0,0.50388,0,0.50388
16,2020-06-06 16:00:00,0.777,0.501,0.0138603714706063,0,0.276,2.823,0,0,0,0
17,2020-06-06 17:00:00,0.618,7.11,0.000412459316770736,6.492,0,0,3.669,1.10364,0.62373,0.47991
18,2020-06-06 18:00:00,0.138,2.3958,0.010004855666538,2.2578,0,0,2.2578,0.383826,0.383826,0
19,2020-06-06 19:00:00,0.06,1.7622,0.0112940971767014,1.7022,0,0,1.7022,0.289374,0.289374,0
20,2020-06-06 20:00:00,0.015,19.1532,0.0240928963574724,19.1382,0,0,19.1382,3.253494,3.253494,0
21,2020-06-06 21:00:00,0.012,1.563,0.0116994268939119,1.551,0,0,1.551,0.26367,0.26367,0
22,2020-06-06 22:00:00,0.018,2.169,0.0104663455252897,2.151,0,0,2.151,0.36567,0.36567,0
23,2020-06-06 23:00:00,0,1.866,0.0110828862096008,1.866,0,0,1.866,0.31722,0.31722,0
0,2020-06-07 00:00:00,0,0.3239676,0.0142205948271781,0.3239676,0,0,0.3239676,0.055074492,0.055074492,0
1,2020-06-07 01:00:00,0,0.3659634,0.0141351422883326,0.3659634,0,0,0.3659634,0.062213778,0.062213778,0
2,2020-06-07 02:00:00,0,0.129987,0.0146153041732741,0.129987,0,0,0.129987,0.02209779,0.02209779,0
3,2020-06-07 03:00:00,0,0.213,0.0144463903388624,0.213,0,0,0.213,0.03621,0.03621,0
4,2020-06-07 04:00:00,0.339,0.351,0.0141655896311564,0.012,0,0,0.012,0.00204,0.00204,0
5,2020-06-07 05:00:00,0.78,0.255,0.0143609292539084,0,0.525,0.525,0,0,0,0
6,2020-06-07 06:00:00,1.353,0.444,0.0139763543716154,0,0.909,1.434,0,0,0,0
7,2020-06-07 07:00:00,3.183,1.461,0.011906975243086,0,1.722,3.156,0,0,0,0
8,2020-06-07 08:00:00,2.268,3.774,0.00720051120740405,1.506,0,1.65,0,0.25602,0,0.25602
9,2020-06-07 09:00:00,9.522,7.938,0.00127234492946559,0,1.584,3.234,0,0,0,0
10,2020-06-07 10:00:00,4.683,5.274,0.00414832960190346,0.591,0,2.643,0,0.10047,0,0.10047
11,2020-06-07 11:00:00,2.547,0.294,0.0142815725321654,0,2.253,4.896,0,0,0,0
